Date;BAJAJ-AUTO;EICHERMOT;HEROMOTOCO;M&M;MARUTI;TATAMOTORS;AXISBANK;HDFCBANK;ICICIBANK;INDUSINDBK;KOTAKBANK;SBIN;YESBANK;GRASIM;ULTRACEMCO;UPL;LT;ASIANPAINT;HINDUNILVR;ITC;TITAN;BPCL;GAIL;HINDPETRO;IOC;ONGC;RELIANCE;NTPC;POWERGRID;BAJAJFINSV;BAJFINANCE;HDFC;IBULHSGFIN;HCLTECH;INFY;TCS;TECHM;WIPRO;ZEEL;COALINDIA;HINDALCO;TATASTEEL;VEDL;CIPLA;DRREDDY;LUPIN;SUNPHARMA;ADANIPORTS;BHARTIARTL;ABB;ACC;ABCAPITAL;AMBUJACEM;ASHOKLEY;AUROPHARMA;DMART;BANKBARODA;BEL;BHEL;BOSCHLTD;BRITANNIA;CADILAHC;COLPAL;CONCOR;CUMMINS;DABUR;DLF;EMAMI;GICRE;GODREJCP;HAVELLS;HINDZINC;ICICIPRULI;IDEA;INDIGO;JSWSTEEL;L&TFH;LICHSGFIN;MARICO;MOTHERSUMI;MRF;NHPC;NMDC;OIL;OFSS;PETRONET;PIDILITIND;PEL;PFC;PGHH;PNB;RECLTD;SAIL;SBILIFE;SHREECEM;SRTRANSFIN;SIEMENS;SUNTV;MCDOWELL-N
2015-01-01;;15262.35;3105.4;;3340.75;498.45;503.05;952.05;352.3;812.0;1258.6;314.0;772.55;3402.5;2662.5;341.6;1502.95;749.15;758.45;367.15;379.8;654.2;442.6;550.55;336.45;344.05;887.9;142.45;137.1;1286.6;3499.7;1124.0;454.15;1606.8;1974.4;2545.55;2594.55;552.4;377.7;380.05;158.45;404.45;;628.4;3210.5;1429.2;822.2;319.55;362.9;1301.5;1403.55;;227.75;52.0;1127.1;;1083.05;2939.35;268.55;19454.1;1831.5;1612.0;1805.85;1357.9;;232.4;137.4;;;965.9;276.3;168.45;;159.35;;1065.9;;438.1;323.85;455.4;37981.35;18.9;148.25;576.55;3357.65;211.35;549.25;832.8;305.85;5811.1;219.65;335.7;82.75;;9377.55;1102.35;906.7;378.6;
2015-01-02;;15081.95;3098.1;;3359.6;511.8;514.3;965.3;362.3;815.9;1271.55;315.25;792.2;3495.7;2742.1;352.25;1534.65;775.05;755.95;368.3;382.8;644.4;444.6;546.25;334.6;349.2;885.55;144.4;138.75;1275.65;3443.75;1171.9;480.35;1605.25;2013.2;2579.45;2607.25;557.3;380.95;381.75;160.1;410.75;;630.15;3221.4;1432.3;826.25;319.35;365.05;1288.0;1425.9;;230.95;53.4;1132.5;;1096.25;2924.65;275.3;19539.85;1878.55;1627.65;1843.9;1357.6;;234.7;139.2;;;970.1;275.1;171.55;;159.9;;1069.15;;466.75;329.95;457.15;38192.25;19.05;146.95;578.95;3411.15;211.2;559.9;839.5;306.8;5836.05;219.8;334.9;82.85;;9325.9;1106.1;914.35;375.7;
2015-01-05;;15150.55;3119.4;;3447.8;523.8;517.55;957.15;363.05;819.1;1266.45;312.75;793.9;3508.85;2747.7;345.7;1556.0;775.0;760.3;369.75;385.9;645.65;446.0;561.7;338.2;353.15;875.85;144.0;138.9;1258.7;3434.75;1156.4;483.4;1578.25;1995.9;2540.25;2563.75;558.3;380.0;380.25;156.85;416.7;;633.0;3148.4;1430.3;826.75;323.8;356.95;1288.3;1433.65;;230.65;57.8;1131.95;;1095.95;2869.4;273.4;19736.05;1879.85;1699.4;1828.15;1378.0;;231.45;135.8;;;970.45;277.8;169.25;;153.55;;1066.6;;470.2;323.95;449.25;38477.3;18.9;146.2;563.85;3405.6;212.0;551.8;838.1;304.45;5839.7;217.75;333.95;82.7;;9302.55;1071.6;918.65;370.0;
2015-01-06;;14755.9;3014.4;;3395.25;501.4;499.05;942.25;347.65;798.4;1251.35;299.9;771.65;3375.05;2670.6;328.95;1504.1;756.5;774.7;360.25;372.7;639.15;431.9;556.15;334.45;333.15;836.1;139.2;135.8;1229.6;3425.85;1101.95;473.6;1536.1;1954.2;2446.6;2536.25;545.25;367.9;379.95;153.4;396.5;;614.35;3065.55;1395.85;808.55;321.85;354.15;1276.6;1383.55;;222.15;56.55;1087.8;;1059.5;2831.45;260.95;19188.7;1881.9;1660.2;1840.15;1349.2;;224.35;133.65;;;952.0;262.65;168.25;;150.5;;1027.7;;447.55;327.65;435.0;37460.0;18.5;139.95;535.2;3300.6;205.45;526.6;827.2;287.75;5799.35;207.75;319.85;78.65;;9076.35;1045.45;895.7;350.05;
2015-01-07;;14959.9;2974.05;;3437.75;493.85;498.65;945.0;338.25;791.95;1271.5;300.15;757.35;3417.5;2660.05;323.05;1500.5;771.7;801.9;353.55;374.6;644.95;420.9;568.6;335.05;338.05;854.3;142.55;137.75;1228.55;3495.6;1099.25;497.5;1499.6;1963.55;2417.7;2524.4;541.1;364.85;374.7;148.9;388.9;;611.95;3039.2;1377.6;809.8;321.1;355.0;1258.2;1367.45;;220.1;59.65;1105.05;;1066.7;3213.0;253.85;19156.7;1995.75;1648.9;1874.35;1355.45;;227.75;134.6;;;960.15;266.25;164.15;;149.75;;1011.85;;457.25;322.0;441.0;37381.05;18.25;135.85;532.8;3300.7;209.6;519.95;835.25;277.6;5845.65;203.85;317.85;77.8;;9064.0;1040.0;899.2;342.35;
2015-01-08;;14873.7;2984.0;;3475.5;512.0;501.95;964.85;347.45;798.7;1340.65;304.85;769.15;3424.95;2727.45;332.8;1510.05;820.35;817.05;362.4;372.9;677.6;430.75;598.05;343.5;341.8;842.05;144.95;138.35;1289.8;3489.65;1123.35;504.65;1534.3;1973.45;2443.8;2566.65;545.0;364.5;379.45;152.55;394.95;;618.2;3066.3;1407.95;818.8;334.55;361.15;1288.0;1391.4;;226.4;61.25;1126.7;;1077.6;3144.5;257.55;19618.9;1969.2;1647.15;1924.9;1347.85;;230.0;142.75;;;990.15;273.8;164.85;;152.3;;1022.1;;469.15;321.55;442.95;38076.5;18.6;137.55;550.3;3325.15;217.2;519.8;840.4;279.5;5964.9;206.55;320.9;79.15;;9161.75;1053.4;920.4;347.75;
2015-01-09;;14738.7;2992.25;;3468.2;522.3;494.95;975.65;341.85;802.0;1360.95;303.2;763.85;3404.55;2729.35;332.35;1500.25;812.5;864.6;356.9;372.9;679.35;435.3;589.1;341.7;351.0;860.3;140.25;138.45;1279.2;3450.05;1113.3;495.5;1545.55;2074.45;2512.3;2680.35;553.5;360.8;375.05;155.0;399.65;;632.35;3163.8;1420.7;830.05;331.15;355.8;1265.05;1398.5;;223.8;58.7;1169.55;;1060.45;3202.2;254.75;19450.3;1945.3;1686.7;1920.2;1365.75;;229.45;137.85;;;1023.55;273.1;162.75;;147.6;;1012.95;;473.2;318.95;437.75;37707.25;18.55;135.35;565.2;3289.2;213.9;522.25;842.05;280.7;6148.2;206.6;315.2;78.55;;9188.3;1061.1;914.45;353.65;
2015-01-12;;14857.65;2937.15;;3462.9;522.3;501.55;967.05;346.55;829.45;1371.0;307.1;777.85;3435.55;2700.3;330.6;1534.2;807.75;896.6;357.85;376.8;676.4;430.25;585.0;339.5;347.7;850.3;140.0;136.5;1267.7;3438.2;1128.55;497.6;1575.55;2115.95;2509.7;2754.0;556.05;360.9;357.85;151.1;396.75;;630.75;3207.25;1431.0;835.3;328.45;348.95;1267.0;1404.6;;228.0;60.3;1177.6;;1080.0;3215.05;257.65;20326.25;1932.0;1652.45;1926.85;1352.3;;234.75;136.5;;;1058.85;270.85;159.55;;146.1;;1000.7;;459.1;318.75;435.5;38094.45;18.6;133.7;550.85;3273.25;206.85;525.7;831.75;283.45;6120.0;208.95;315.15;80.0;;9202.05;1040.85;926.2;377.55;
2015-01-13;;14799.15;2893.2;;3468.25;519.45;504.5;963.35;340.9;825.5;1392.95;305.1;781.75;3546.35;2818.5;344.75;1519.5;833.85;884.55;360.1;372.2;669.55;428.15;588.1;340.15;339.95;843.15;138.95;135.85;1286.45;3483.0;1122.2;492.2;1583.6;2088.9;2497.9;2761.1;563.5;361.75;361.2;151.7;391.5;;636.4;3223.35;1433.05;833.1;323.0;346.3;1271.3;1441.7;;230.1;59.8;1150.35;;1081.6;3332.95;257.5;20403.55;1933.4;1646.75;1939.7;1357.45;;235.75;133.25;;;1081.15;270.35;159.15;;147.0;;993.45;;462.35;334.25;446.25;38170.1;18.55;135.0;535.2;3302.6;207.25;538.55;840.35;275.3;6097.5;207.35;310.9;78.25;;9231.9;1039.5;919.4;371.0;
2015-01-14;;14833.55;2903.05;;3516.0;520.35;499.6;963.9;336.9;816.65;1391.2;304.7;786.7;3566.8;2908.85;358.2;1518.0;842.65;924.05;347.8;371.6;651.7;426.5;573.2;335.7;344.05;834.95;137.75;136.05;1254.2;3773.95;1120.3;499.45;1578.8;2128.65;2521.95;2791.55;551.95;359.95;363.2;142.15;376.85;;631.4;3208.25;1423.35;820.65;331.25;345.8;1262.5;1478.35;;232.85;58.95;1144.5;;1075.05;3289.05;268.75;20985.95;1946.05;1611.55;1938.7;1367.85;;251.05;133.35;;;1085.45;263.65;153.45;;148.5;;968.25;;454.05;351.85;443.15;38235.35;19.6;132.7;529.8;3368.3;203.2;567.3;836.9;280.1;6122.95;203.05;312.1;77.05;;9262.4;1034.2;931.65;365.65;
2015-01-15;;15127.25;2950.55;;3625.8;532.95;514.05;993.15;352.85;830.35;1400.4;320.3;813.2;3668.15;3083.05;362.5;1573.7;839.35;921.55;357.9;375.9;662.95;427.8;580.0;336.05;346.5;864.25;139.2;142.95;1289.05;3860.2;1202.55;533.7;1593.25;2134.25;2539.1;2781.8;559.5;369.4;368.45;141.9;384.75;;638.05;3240.55;1437.15;825.9;330.6;349.35;1268.15;1514.4;;240.45;60.25;1132.1;;1098.2;3270.55;268.95;21334.8;1934.15;1617.7;1947.4;1381.3;;249.9;147.8;;;1069.3;266.25;153.9;;150.05;;970.95;;466.15;355.4;445.45;38321.4;19.5;133.75;532.15;3371.25;201.2;586.1;831.65;291.5;6096.8;210.05;327.75;77.55;;9974.0;1110.85;945.65;375.35;
2015-01-16;;15349.7;2897.7;;3616.6;525.75;514.8;1001.35;353.85;831.85;1395.35;315.45;802.65;3636.5;3070.1;370.15;1591.75;843.45;941.05;360.1;387.2;659.3;424.95;572.15;336.5;347.1;869.7;140.4;147.35;1267.65;3937.8;1194.55;566.35;1639.0;2118.3;2532.15;2816.95;555.05;385.85;379.05;138.55;383.4;;647.35;3285.8;1428.05;849.75;330.85;342.85;1276.45;1518.35;;239.35;60.35;1155.35;;1080.85;3293.95;273.85;21441.55;1928.7;1635.2;1959.1;1370.65;;251.4;146.25;;;1125.4;271.65;156.95;;151.8;;980.45;;487.05;350.25;451.5;39161.75;19.35;135.4;527.0;3345.15;197.6;575.85;848.7;290.7;6141.85;205.05;326.25;76.95;;9920.2;1165.1;965.1;418.15;
2015-01-19;;15474.6;2841.3;;3626.25;538.5;528.95;1004.55;360.8;829.15;1389.45;313.15;824.95;3652.5;3088.5;371.05;1614.85;831.9;892.55;358.8;394.5;645.2;440.55;559.55;336.8;347.5;879.65;141.75;147.85;1257.95;3901.75;1181.7;571.95;1644.65;2102.5;2511.0;2800.25;584.2;384.6;379.2;140.25;384.75;;657.8;3323.9;1463.5;863.0;328.35;350.45;1273.1;1532.9;;246.8;60.5;1162.85;;1084.85;3251.0;281.05;21504.95;1908.65;1635.0;1945.75;1381.05;;257.8;145.35;;;1094.05;271.6;160.35;;155.4;;976.65;;494.05;357.85;455.35;39496.1;19.3;137.15;531.75;3345.65;195.55;577.65;845.35;293.0;6122.25;207.85;329.15;76.8;;10257.15;1142.6;969.3;404.9;
2015-01-20;;15490.7;2828.65;;3605.55;559.2;551.4;1020.95;367.75;840.45;1395.7;318.15;858.35;3691.55;3096.45;371.35;1629.55;839.2;895.45;371.1;393.6;647.65;431.35;565.05;336.75;350.3;903.05;142.85;147.4;1321.95;3904.75;1251.55;597.1;1672.15;2124.2;2500.45;2801.8;590.4;390.7;382.3;144.7;402.0;;661.8;3306.2;1475.7;872.3;330.5;354.9;1274.3;1544.3;;247.2;61.1;1166.55;;1086.8;3163.35;281.25;21530.65;1920.75;1658.55;1926.0;1388.1;;254.15;145.65;;;1081.95;271.3;161.9;;157.85;;1005.1;;490.45;351.15;450.55;39513.2;19.1;140.7;537.15;3369.95;195.75;578.7;834.4;289.8;6083.9;209.25;321.85;77.95;;10456.4;1124.3;952.95;409.7;
2015-01-21;;15372.35;2875.15;;3634.7;551.5;547.25;1019.95;368.45;842.55;1388.15;326.2;855.2;3783.25;3054.8;364.3;1654.55;851.3;941.95;352.7;406.95;654.15;433.8;567.3;330.05;346.05;906.75;143.5;146.9;1292.65;3817.4;1287.2;588.65;1687.25;2169.9;2513.8;2796.5;588.7;381.55;391.85;143.2;397.1;;643.45;3335.85;1484.8;885.95;329.35;369.0;1271.6;1544.45;;246.65;63.75;1170.55;;1127.9;3151.45;282.55;21638.65;1915.05;1649.65;1893.1;1395.15;;250.2;143.7;;;1095.35;272.1;163.75;;163.1;;999.95;;483.65;352.8;464.15;38902.65;19.1;138.2;535.7;3369.65;193.8;585.65;833.25;286.4;6120.5;216.0;324.85;76.9;;10427.3;1106.45;986.9;412.35;
2015-01-22;;15314.95;2838.85;;3597.25;566.5;564.75;1021.25;369.8;846.25;1387.65;324.65;852.0;3809.4;3122.45;360.35;1663.3;867.15;944.65;350.65;399.75;657.05;431.05;559.4;331.65;352.9;883.75;140.2;148.35;1298.2;3840.65;1279.65;586.2;1665.7;2196.45;2513.55;2758.1;594.55;389.5;396.4;143.45;403.4;;654.8;3361.25;1503.45;920.05;329.4;370.0;1275.9;1558.8;;249.0;63.1;1181.1;;223.85;3208.45;284.45;21677.4;1901.15;1643.35;1922.8;1442.15;;250.2;148.6;;;1090.35;280.2;165.2;;165.9;;993.25;;481.9;361.95;476.75;39146.55;19.9;137.0;544.15;3346.05;188.85;578.9;829.65;279.5;6166.75;212.8;318.45;77.9;;10904.15;1122.85;1010.65;391.5;
2015-01-23;;15145.95;2862.8;;3606.7;588.45;565.15;1042.8;370.7;857.35;1385.3;327.45;876.2;3793.05;3147.9;358.05;1711.3;862.1;965.3;349.45;398.85;674.75;422.95;577.6;331.0;348.8;886.9;141.9;149.55;1312.2;3870.15;1290.1;585.85;1646.65;2215.05;2503.6;2780.75;601.8;390.75;394.7;144.8;403.1;;677.65;3349.6;1489.45;926.8;346.9;384.1;1296.4;1542.05;;252.5;64.3;1179.85;;223.1;3216.7;279.1;21834.25;1914.65;1647.4;1912.85;1424.45;;249.6;156.7;;;1100.2;280.2;166.05;;168.85;;1015.3;;486.1;358.65;474.65;38728.15;19.85;139.3;553.2;3322.15;188.5;569.8;834.95;281.5;6120.8;207.15;318.15;78.15;;11029.95;1095.45;1039.0;397.95;
2015-01-27;;16089.25;2857.75;;3687.9;604.55;592.1;1074.05;383.5;863.25;1388.35;330.05;882.85;3850.0;3121.45;350.65;1742.0;890.5;941.95;360.15;400.65;692.05;419.15;572.6;331.1;350.25;889.05;143.15;149.95;1375.4;4169.55;1315.85;620.25;1616.35;2136.5;2502.05;2816.65;598.55;389.95;382.65;142.5;398.4;;707.05;3212.4;1524.25;914.0;345.15;394.2;1317.1;1528.7;;250.2;66.1;1177.65;;222.95;3404.5;281.9;23054.95;1914.35;1651.4;1926.45;1426.35;;248.75;157.9;;;1078.3;276.3;169.7;;170.3;;1016.5;;497.0;353.5;476.8;39944.6;19.65;141.15;543.65;3291.95;190.4;575.65;835.35;282.75;6124.25;204.65;326.4;78.75;;10848.7;1101.65;1064.25;402.2;
2015-01-28;;16340.25;2865.1;;3725.8;589.2;590.6;1058.35;384.05;868.75;1351.15;334.6;883.8;3894.7;3139.75;354.25;1698.35;910.25;933.85;362.3;433.25;706.25;418.8;597.2;338.15;353.9;906.85;142.85;149.45;1450.4;4322.6;1344.6;619.95;1659.4;2144.55;2539.6;2873.35;607.25;387.3;383.8;140.15;391.15;;703.55;3239.05;1515.5;909.75;339.25;373.6;1333.75;1543.8;;249.05;68.15;1178.15;;223.55;3408.25;279.25;23292.8;1913.75;1659.95;1922.4;1430.5;;251.75;163.05;;;1113.0;268.45;170.45;;166.05;;995.05;;494.35;353.2;465.95;39729.55;20.05;140.95;562.1;3256.5;189.75;575.1;846.6;292.65;6189.35;206.7;340.7;78.25;;11057.65;1158.85;1056.3;404.5;
2015-01-29;;16478.85;2876.5;;3688.8;598.6;599.5;1095.0;380.3;876.05;1331.4;327.0;874.25;3931.9;3162.75;365.2;1723.9;881.3;941.6;370.2;441.8;733.85;423.1;636.6;348.35;351.9;929.4;141.85;148.8;1460.25;4128.4;1315.55;593.55;1648.95;2145.5;2544.65;2904.4;602.7;386.05;374.95;142.4;390.4;;697.45;3363.3;1554.55;919.8;344.15;375.8;1306.25;1582.95;;255.95;65.95;1221.55;;217.15;3346.65;287.9;23437.2;1908.35;1660.35;1888.9;1390.95;;258.4;166.65;;;1090.05;263.1;174.7;;159.45;;997.15;;490.35;351.8;453.1;39901.5;19.7;140.15;551.35;3341.9;187.7;575.9;836.55;296.0;6330.25;199.1;340.25;78.7;;10894.9;1159.9;1055.95;414.85;
2015-01-30;;16275.9;2865.5;;3647.35;585.15;588.1;1077.35;360.7;870.2;1322.2;308.95;862.45;3884.05;3140.35;368.35;1700.55;857.75;932.55;368.55;430.6;748.85;423.0;657.95;347.3;351.35;915.25;143.65;148.0;1447.55;4050.55;1262.5;588.7;1791.75;2141.9;2482.05;2868.5;606.55;376.75;360.85;139.7;390.45;;695.75;3233.25;1585.3;917.75;341.05;373.7;1283.9;1560.45;;248.75;65.7;1247.75;;193.15;3337.95;291.75;23824.3;1889.0;1638.35;1875.55;1398.5;;256.25;169.9;;;1061.2;258.45;175.0;;154.85;;977.45;;478.5;360.8;451.1;40036.9;19.25;141.5;534.5;3397.35;179.85;570.7;833.85;298.45;6263.7;189.65;333.1;77.15;;10969.7;1142.35;1042.15;407.45;
2015-02-02;;16561.75;2833.2;;3669.45;592.5;617.3;1081.6;351.85;874.55;1352.35;307.5;832.2;3808.3;3087.05;393.8;1735.1;808.1;908.0;360.65;433.2;748.65;430.0;628.8;339.95;349.85;908.05;142.05;147.85;1509.3;4160.1;1269.3;595.05;1891.0;2136.85;2514.2;2895.05;625.1;371.75;355.1;145.25;383.85;;695.5;3139.1;1554.7;929.1;335.9;359.3;1259.95;1524.95;;249.25;66.05;1264.15;;187.85;3423.05;293.85;24974.55;1900.1;1610.8;1839.05;1397.45;;261.65;172.95;;;1071.4;250.25;173.8;;154.0;;997.0;;479.9;360.5;446.9;40218.25;19.55;141.35;533.25;3396.75;180.65;544.95;836.85;309.85;6311.45;191.8;345.2;75.55;;10897.75;1158.9;1096.6;409.9;
2015-02-03;;16323.6;2812.4;;3607.85;603.3;586.6;1064.1;346.6;861.35;1306.3;300.3;807.15;3887.95;3107.55;416.3;1722.5;814.7;910.85;366.05;432.3;727.4;434.1;599.5;330.75;359.45;937.6;144.0;147.2;1468.45;4172.3;1230.15;603.45;1900.25;2120.9;2558.25;2919.15;621.55;373.1;356.65;146.45;381.1;;677.4;3087.15;1546.35;941.25;327.8;371.55;1264.15;1508.6;;245.05;64.9;1224.2;;185.05;3600.7;297.1;24530.35;1924.25;1541.75;1846.95;1395.1;;265.85;170.1;;;1083.7;247.65;173.55;;154.1;;985.5;;470.7;349.7;447.55;40623.4;19.9;141.45;531.35;3400.75;181.55;540.85;829.15;286.95;6301.5;176.85;336.4;73.65;;10848.3;1173.1;1110.4;415.15;
2015-02-04;;15919.5;2829.5;;3557.55;591.4;558.6;1067.7;344.65;863.3;1291.5;293.05;802.35;3897.15;3096.9;429.6;1688.4;803.85;899.9;367.6;430.05;721.0;431.7;602.25;335.2;368.55;928.8;142.8;146.25;1471.35;4107.2;1232.45;597.9;1900.35;2142.85;2514.3;2852.25;619.2;365.2;366.05;152.4;389.2;;678.0;3096.9;1579.65;958.95;321.25;368.95;1267.85;1495.85;;248.75;63.9;1209.8;;184.9;3553.4;285.0;23554.4;1894.1;1523.65;1821.75;1390.9;;267.65;173.35;;;1025.55;250.65;176.05;;154.1;;995.0;;455.65;355.9;436.95;40056.3;20.0;140.0;548.75;3412.25;185.85;538.45;829.05;281.2;6266.6;177.1;330.95;74.1;;10688.25;1140.85;1095.95;413.95;
2015-02-05;;15837.55;2847.3;;3522.7;589.2;565.9;1076.5;335.6;865.4;1287.9;290.8;807.85;3887.5;3064.1;417.95;1682.4;810.85;909.05;368.9;417.8;750.0;423.9;605.3;334.65;356.65;923.7;140.15;143.65;1476.2;4130.5;1246.45;584.45;1972.65;2193.8;2552.4;2867.75;638.25;360.65;369.9;148.05;379.25;;662.4;3072.05;1578.3;959.55;312.2;364.7;1265.45;1504.55;;247.55;62.45;1150.85;;177.55;3491.9;276.85;23629.45;1853.5;1460.45;1857.7;1369.45;;267.9;169.4;;;1078.45;249.0;173.9;;154.25;;976.5;;459.95;356.7;436.15;39729.1;20.05;138.25;540.05;3300.2;184.15;536.55;837.85;279.5;6255.4;171.4;321.5;74.0;;11001.85;1157.15;1094.0;404.7;
2015-02-06;;15587.75;2776.3;;3502.6;559.6;563.15;1053.5;329.35;845.3;1266.9;290.3;810.8;3805.0;3008.35;428.35;1683.55;797.65;905.75;373.5;416.7;730.95;419.5;583.6;327.55;351.0;909.9;140.0;143.45;1469.0;4042.5;1280.55;586.45;1954.7;2230.5;2575.75;2860.35;643.25;361.55;364.0;147.3;368.65;;655.05;3044.3;1567.7;926.85;300.2;368.25;1280.45;1507.2;;248.25;60.9;1108.95;;175.95;3408.95;264.15;23039.9;1879.15;1466.85;1872.05;1361.55;;273.45;163.45;;;1122.55;244.4;169.85;;155.05;;960.85;;452.05;352.6;428.1;38837.4;20.0;141.05;547.0;3318.15;184.2;534.3;833.85;283.25;6323.3;170.45;327.85;73.65;;11073.05;1140.1;1108.0;381.05;
2015-02-09;;15115.55;2728.8;;3411.3;542.65;553.6;1040.1;320.05;825.15;1266.25;279.5;796.55;3708.5;2962.75;413.6;1572.45;803.65;900.15;367.9;412.25;711.8;400.1;574.75;319.55;356.35;896.7;138.8;141.45;1449.55;4007.0;1271.95;574.7;1994.3;2248.9;2512.9;2820.45;647.8;351.8;360.65;146.55;347.45;;629.65;3099.1;1546.15;941.45;300.15;356.1;1268.1;1508.85;;246.0;57.35;1047.5;;173.45;3305.0;258.55;22358.7;1882.15;1475.4;1835.55;1348.05;;261.05;157.1;;;1095.15;246.85;174.0;;153.9;;936.1;;448.15;352.4;437.7;37290.1;19.85;140.25;543.0;3277.0;181.95;542.8;849.65;277.15;6251.45;166.7;315.9;71.15;;11066.7;1147.5;1106.1;416.9;
2015-02-10;;15133.15;2720.15;;3393.85;564.1;554.1;1054.45;331.05;840.8;1285.75;287.3;817.8;3813.3;2966.2;424.65;1571.7;822.2;887.75;369.9;425.2;698.3;410.0;583.25;310.95;354.65;882.0;137.15;145.1;1436.5;4003.8;1246.15;580.5;1933.35;2278.3;2441.15;2762.5;642.6;350.0;368.15;149.2;357.75;;640.15;3130.5;1562.95;919.55;317.85;356.15;1363.95;1562.65;;249.6;60.85;1032.8;;176.4;3338.95;261.5;23014.85;1933.25;1513.55;1832.9;1402.75;;270.5;157.55;;;1062.4;249.85;178.0;;150.8;;938.6;;456.65;352.0;460.45;36648.95;19.8;139.9;530.85;3269.85;183.6;551.45;828.25;284.6;6603.0;166.2;324.65;69.7;;11002.7;1146.25;1146.75;421.45;
2015-02-11;;16141.3;2753.35;;3454.75;558.9;569.25;1058.4;334.7;855.5;1298.7;285.95;826.55;3844.15;3008.0;435.65;1612.7;840.75;900.3;371.15;426.25;712.9;409.75;598.2;318.05;344.95;900.7;140.15;145.75;1410.3;4112.35;1245.8;585.25;1955.7;2284.85;2459.9;2841.75;638.4;345.5;372.1;149.85;365.0;;636.45;3152.4;1590.5;925.85;326.1;356.1;1359.8;1552.6;;250.85;64.3;1105.25;;180.95;3498.3;255.45;23708.1;1929.7;1504.05;1850.8;1411.15;;272.0;158.4;;;1114.65;260.5;182.7;;151.8;;977.85;;458.7;354.3;462.9;37877.25;20.05;139.4;530.95;3304.75;189.65;568.55;840.45;281.05;6766.05;168.8;325.95;73.2;;11084.75;1158.85;1171.2;433.1;
2015-02-12;;16417.95;2807.55;;3551.9;561.8;578.75;1076.0;339.15;869.95;1296.6;284.3;839.1;3827.25;3035.1;442.15;1650.05;823.75;887.8;370.4;425.75;705.85;422.65;597.45;315.4;346.45;909.15;142.1;150.25;1499.05;4126.25;1253.25;591.45;1984.4;2311.2;2462.15;2909.3;646.8;361.2;368.75;152.8;365.3;;660.65;3331.2;1617.7;923.6;336.6;352.7;1361.8;1595.2;;259.7;67.2;1123.9;;180.8;3687.35;267.7;25361.3;1967.5;1545.2;1862.85;1438.4;;267.15;158.75;;;1146.4;261.85;174.65;;153.3;;971.85;;468.35;351.45;467.0;40755.25;20.75;140.25;531.65;3345.45;190.5;578.1;833.1;282.35;6939.1;166.15;325.05;73.3;;11114.45;1212.15;1191.4;432.9;
2015-02-13;;16267.4;2852.9;;3616.95;565.55;581.1;1065.8;343.85;875.35;1309.5;306.95;835.05;3859.95;3112.5;429.6;1662.15;826.75;892.8;378.05;426.7;724.9;404.2;626.0;310.25;339.55;917.5;143.25;151.5;1510.85;4184.4;1268.65;610.75;1992.95;2296.1;2538.75;2886.55;660.7;363.9;377.85;153.55;366.55;;667.25;3343.95;1679.45;940.55;335.35;355.0;1375.8;1625.05;;265.1;67.0;1118.8;;182.95;3620.55;259.35;24946.45;2022.9;1595.65;1910.5;1412.5;;272.25;155.2;;;1177.85;269.7;176.0;;154.65;;986.0;;470.15;354.85;468.85;40585.5;20.9;142.35;500.2;3443.4;187.6;573.8;857.3;274.7;6897.2;167.65;325.7;75.15;;11299.8;1260.0;1203.7;437.7;
2015-02-16;;16051.1;2805.0;;3572.1;574.15;570.3;1067.55;338.05;862.9;1292.45;306.7;815.65;3855.25;3078.8;426.45;1648.45;834.15;907.0;389.6;417.5;725.85;406.0;597.1;317.95;340.45;902.8;144.0;152.75;1483.5;4306.25;1288.0;616.05;1984.85;2278.75;2584.8;2899.55;661.5;360.3;377.05;150.95;369.8;;671.55;3351.25;1662.25;914.75;331.25;361.35;1441.75;1614.45;;266.2;66.2;1103.45;;182.75;3660.45;259.55;25604.1;2034.2;1613.35;1918.05;1410.6;;266.85;155.5;;;1170.75;267.15;181.35;;158.05;;991.2;;462.65;353.25;461.8;40994.65;20.65;146.0;499.0;3353.55;182.9;579.0;849.05;281.7;7081.35;166.65;338.35;74.95;;11062.35;1221.4;1233.9;430.9;
2015-02-18;;16947.3;2663.75;;3564.95;584.3;569.5;1074.8;342.4;864.85;1307.8;305.7;819.65;3867.4;3110.0;417.85;1663.35;821.05;912.9;393.25;429.75;729.65;412.0;589.6;332.15;332.6;901.65;146.05;154.75;1484.1;4319.0;1328.6;635.15;2033.15;2296.5;2635.65;2892.25;669.0;356.2;380.35;151.65;367.5;;677.65;3354.25;1681.85;917.8;333.8;352.0;1455.65;1653.3;;270.1;69.2;1087.15;;183.2;3993.45;260.2;27117.7;2055.8;1622.35;1925.55;1413.65;;268.8;149.95;;;1176.45;268.85;177.9;;159.45;;973.2;;461.1;358.1;459.75;41445.95;20.85;139.65;501.1;3368.25;178.8;580.35;862.4;275.15;7165.7;167.95;315.55;72.75;;10898.95;1250.7;1251.9;431.3;
